,author,sex,work_count,fan_count,author_avg_rating,author_rating_count,author_review_count
2903,allie harrison,female,20,169,3.67,650,159
2904,allie juliette mousseau,female,21,1133,4.14,15539,1478
2905,allie k. adams,female,43,173,4.02,3642,562
2906,allie kincaid,female,4,26,4.34,318,148
2907,allie kingsley,female,1,25,3.34,552,100
2908,allie larkin,female,5,472,3.86,8200,1406
2909,allie mackay,female,57,157,3.89,6781,599
2910,allie palomino,female,6,9,4.15,495,27
2911,allie pleiter,female,85,213,4.06,3527,742
2912,allie ritch,female,40,26,3.65,434,84
2913,allie rowbottom,female,2,37,3.1,2781,454
2914,allie spencer,female,5,15,3.66,511,74
2915,allison amend,female,9,111,3.68,3499,560
2916,allison angel,female,6,1,3.94,16,11
2917,allison baker,female,10,0,3.81,21,8
2918,allison bottke,female,30,17,3.93,947,144
2919,allison brennan,female,86,2832,4.09,123633,7987
2920,allison burnett,male,12,48,3.78,1470,208
2921,allison butler,female,6,69,3.88,1674,205
2922,allison d. reid,female,10,35,4.37,216,83
2923,allison dickson,female,1,101,3.55,4558,683
2924,allison dubois,female,22,85,3.77,3797,379
2925,allison ellis,female,1,5,3.83,351,39
2926,allison flannery,female,1,6,4.57,21,10
2927,allison gatta,female,27,94,3.87,4486,788
2928,allison gilbert,female,5,13,3.89,278,53
2929,allison goh,female,3,7,3.86,63,12
2930,allison hawn,female,6,64,3.88,453,118
2931,allison hobbs,female,49,182,4.27,5766,692
2932,allison janda,female,12,25,3.88,1603,136
2933,allison jewell,female,4,36,4.07,948,79
2934,allison lane,female,36,29,3.4,2907,267
2935,allison leotta,female,9,380,3.89,7798,1017
2936,allison lynn,female,3,7,3.03,619,105
2937,allison m. dickson,female,49,115,3.82,2193,516
2938,allison merritt,female,53,169,4.15,2530,304
2939,allison moon,female,7,136,3.82,1206,167
2940,allison moore,female,12,5,4.08,235,47
2941,allison morgan,female,8,184,3.99,1891,341
2942,allison pang,female,12,591,3.76,11375,1289
2943,allison parr,female,3,344,3.81,8392,759
2944,allison pataki,female,10,1197,3.89,34525,4667
2945,allison pearson,female,5,332,3.4,31209,3949
2946,allison pittman,female,22,316,3.89,5282,1016
2947,allison robicelli,female,3,8,3.97,136,22
2948,allison rushby,female,36,280,3.59,6655,816
2949,allison smith,female,2,1,3.94,138,20
2950,allison tait,female,4,3,4.2,49,12
2951,allison titus,female,5,28,4.52,169,21
2952,allison van diepen,female,10,917,3.95,19762,2567
2953,allison varnes,female,1,49,4.05,1455,401
2954,allison west,female,31,63,3.91,819,296
2955,allison whitmore,female,5,180,3.95,160,60
2956,allison whittenberg,female,7,16,3.38,699,124
2957,allison winn scotch,female,9,1220,3.54,29664,3463
2958,allison yarrow,female,2,19,4.03,849,119
2959,allister sparks,male,7,5,4.05,436,50
2960,alloma gilbert,female,2,21,4.19,1462,69
2961,allwin samuel jeba,male,1,4,3.25,4,0
2962,ally adams,female,4,35,3.89,272,105
2963,ally bishop,female,12,27,4.12,343,152
2964,ally blake,female,210,191,3.56,3607,513
2965,ally blue,female,88,434,3.67,16320,1562
2966,ally breedlove,female,2,4,4.18,524,84
2967,ally broadfield,female,10,209,3.81,1157,308
2968,ally capraro,female,4,30,3.7,332,118
2969,ally carter,female,35,13850,4.05,716924,46821
2970,ally kennen,female,14,8,3.52,1435,196
2971,ally shields,female,19,491,3.91,4295,241
2972,ally sky,female,4,64,4.0,814,129
2973,ally thomas,female,25,181,3.7,4990,372
2974,allysa hart,female,24,262,4.32,2583,1103
2975,allyse near,female,1,208,4.16,976,232
2976,allyson hobbs,female,3,8,3.94,449,74
2977,allyson james,female,46,1273,3.88,58562,3376
2978,allyson jeleyne,female,17,50,3.76,2353,334
2979,allyson k. abbott,female,6,185,3.97,3158,519
2980,allyson kramer,female,6,40,3.94,326,35
2981,allyson m. deese,female,16,45,4.21,86,24
2982,allyson mcquinn,female,12,0,4.05,61,2
2983,allyson simonian,female,12,43,3.48,960,170
2984,allyson valentine,female,20,27,3.53,845,138
2985,alma aridatha,female,5,151,3.99,1100,221
2986,alma black,female,4,61,4.26,828,345
2987,alma flor ada,female,414,126,3.89,5290,1233
2988,alma fullerton,female,9,8,3.77,1181,270
2989,alma guillermoprieto,female,18,53,3.92,1906,172
2990,alma gulop,female,5,6,3.75,128,20
2991,alma hammond,female,7,24,4.47,478,200
2992,alma katsu,female,13,1532,3.7,25843,4568
2993,alma luz villanueva,female,16,11,3.94,293,27
2994,alma m. karlin,female,23,5,3.87,152,17
2995,alma mahler-werfel,female,11,4,3.86,222,26
2996,alma maritano,female,18,7,3.73,425,19
2997,alma nilsson,female,12,46,4.1,313,150
2998,almar otten,male,11,5,3.5,370,67
2999,almeida faria,male,21,5,3.65,359,18
3000,almeida garrett,male,83,66,3.16,9038,246
3001,almira astudillo gilles,female,2,2,4.06,16,8
3002,almira bastari,female,3,204,4.1,3001,1036
3003,almudena de arteaga,female,24,14,3.4,677,74
3004,almudena grandes,female,38,627,3.84,19262,1597
3005,alnira,female,20,101,3.78,1272,275
3006,alois jirásek,male,61,5,3.48,1413,56
3007,alois podhajsky,male,11,8,4.47,399,22
3008,alois theodor sonnleitner,male,4,0,3.97,96,2
3009,alok kejriwal,male,1,144,4.23,901,134
3010,alom shaha,male,6,43,4.11,331,66
3011,alon shalev,male,14,119,4.04,137,38
3012,alona frankel,female,53,22,3.81,1731,186
3013,alona kimhi,female,10,9,3.57,287,34
3014,alonso cueto,male,48,45,3.58,1783,198
3015,alonso de ercilla,male,13,1,3.38,285,20
3016,alonso salazar,male,8,8,3.89,691,55
3017,alonso sánchez baute,male,14,6,3.83,250,37
3018,alonzo fields,male,1,1,3.91,446,36
3019,alora dillon,female,5,36,4.19,751,69
3020,alora kate,female,23,189,4.15,1549,513
3021,aloys winterling,male,15,0,3.87,413,48
3022,alper canıgüz,male,6,804,4.07,17752,999
3023,alphie mccourt,male,11,0,3.11,122,27
3024,alphonse boudard,male,35,1,3.79,57,6
3025,alphonse daudet,male,575,126,3.65,9963,539
3026,alphonse de lamartine,male,705,110,3.68,890,84
3027,alphonse karr,male,156,117,3.9,9306,1347
3028,alrene hughes,female,7,18,4.27,1962,90
3029,alretha thomas,female,14,170,4.0,6199,663
3030,alstein,male,11,0,2.84,19,0
3031,alston,male,6,119,3.78,10532,480
3032,alta hensley,female,71,732,3.91,16786,4920
3033,altaf fatima,female,13,13,4.12,195,24
3034,altaf hussain hali,male,10,57,4.12,414,10
3035,altan öymen,male,11,12,4.23,380,29
3036,altay öktem,male,26,11,3.71,396,43
3037,althea prince,female,11,7,3.71,119,18
3038,alton gansky,male,58,104,4.02,6794,881
3039,altonya washington,female,91,278,4.38,6281,705
3040,alvaro fernandez,male,5,45,3.85,254,31
3041,alves redol,male,31,23,3.81,620,62
3042,alvi syahrin,male,5,242,3.85,1984,363
3043,alvin e. roth,male,14,56,3.86,2149,212
3044,alvin m. josephy jr.,male,34,8,4.06,1331,126
3045,alvin orloff,male,6,60,3.95,412,79
3046,alvin pang,male,40,59,4.02,935,124
3047,alvin plantinga,male,32,237,4.05,3521,379
3048,alvin schwartz,male,57,458,4.11,90439,5007
3049,alvin silverstein,male,229,2,3.73,447,89
3050,alvin slater,male,291,3,3.5,419,33
3051,alvin toffler,male,29,479,3.86,9310,598
3052,alvin townley,male,5,15,4.32,836,153
3053,alvin tresselt,male,37,10,3.86,6247,575
3054,alvin ziegler,male,2,4,3.65,124,17
3055,alwi alatas,male,17,47,4.17,319,51
3056,alwyn crawshaw,male,48,4,3.81,205,18
3057,alwyn hamilton,female,9,3686,4.12,73162,10910
3058,aly madhavji,male,4,7,4.54,46,5
3059,aly martinez,female,47,5783,4.25,132853,18152
3060,aly monroe,female,5,23,3.63,283,57
3061,aly raisman,male,2,19,4.3,2320,274
3062,aly sidgwick,female,1,7,3.34,680,47
3063,alya rakhmanova,female,6,2,4.47,249,25
3064,alyc helms,female,9,56,3.68,463,107
3065,alycia linwood,female,24,414,3.98,8033,443
3066,alycia neighbours,female,2,10,3.85,27,4
3067,alycia taylor,female,82,314,3.81,19204,1100
3068,alydia rackham,female,53,97,4.34,948,184
3069,alyloony,female,12,942,4.45,13563,411
3070,alyona nickelsen,female,2,13,4.2,1278,52
3071,alys arden,female,6,633,4.22,4462,942
3072,alys clare,female,34,135,3.89,8565,906
3073,alys fowler,female,15,63,3.99,1493,186
3074,alyscia cunningham,female,3,24,4.78,23,2
3075,alyse nelson,female,1,1,3.86,108,16
3076,alyse zaftig,female,64,73,3.74,5112,1316
3077,alysha kaye,female,1,56,4.15,99,55
3078,alysia gray painter,female,4,27,4.09,293,77
3079,alysia s. knight,female,20,33,4.04,542,83
3080,alysia sofios,female,1,1,3.9,182,28
3081,alyson b. stanfield,female,2,15,4.11,303,23
3082,alyson foster,female,3,24,3.37,457,91
3083,alyson gerber,female,2,117,4.22,2156,447
3084,alyson hagy,female,11,81,3.4,1860,399
3085,alyson mclayne,female,6,202,4.06,1950,370
3086,alyson noel,female,60,14815,3.68,683204,30006
3087,alyson peterson,female,4,10,4.23,99,41
3088,alyson raynes,female,12,233,4.15,805,238
3089,alyson reuben,female,2,44,3.75,189,29
3090,alyson reynolds,female,24,280,4.0,1604,644
3091,alyson richman,female,10,1149,4.12,61040,7082
3092,alyson santos,female,17,841,4.26,5605,1538
3093,alyson schafer,female,8,30,4.01,704,113
3094,alyssa a. bell,female,1,0,4.0,1,0
3095,alyssa b. sheinmel,female,11,497,3.89,26099,4672
3096,alyssa brandon,female,2,61,3.37,469,97
3097,alyssa brooks,female,34,44,3.38,1416,103
3098,alyssa cole,female,31,2020,3.91,36652,8290
3099,alyssa day,female,55,1289,4.09,63388,4384
3100,alyssa embree schwartz,female,12,73,4.01,2092,476
3101,alyssa everett,female,6,95,3.6,1397,355
3102,alyssa fox,female,9,25,3.5,151,26
3103,alyssa goodnight,female,6,173,3.4,1451,349
3104,alyssa harad,female,7,13,3.84,16157,817
3105,alyssa helton,female,10,10,4.1,391,54
3106,alyssa hollingsworth,female,5,68,4.46,257,83
3107,alyssa hubbard,female,4,21,3.55,22,16
3108,alyssa jefferson,female,9,8,3.9,739,104
3109,alyssa kress,female,32,58,3.55,5745,315
3110,alyssa mastromonaco,female,3,325,3.88,19253,2064
3111,alyssa maxwell,female,14,512,3.82,8334,1319
3112,alyssa milano,female,18,42,3.59,977,136
3113,alyssa paige,female,71,57,4.42,231,56
3114,alyssa palombo,female,4,280,3.85,3599,990
3115,alyssa rae taylor,female,5,1204,4.04,15528,982
3116,alyssa rose ivy,female,82,2418,3.98,71176,5170
3117,alyssa satin capucilli,female,209,97,4.04,29045,2291
3118,alyssa stevens,female,3,2,3.9,67,18
3119,alyssa turner,female,20,367,3.88,2861,432
3120,alyssa urbano,female,3,133,3.84,1567,101
3121,alyssia kirkhart,female,6,20,4.14,230,23
3122,alyssia leon,female,6,44,4.09,398,114
3123,alyxandra harvey,female,40,3055,4.08,75966,5331
3124,ama ata aidoo,female,27,169,3.79,3760,292
3125,amabile giusti,female,22,341,4.15,6321,1302
3126,amado luiz cervo,male,13,2,3.8,168,5
3127,amado nervo,male,212,34,3.93,932,102
3128,amado v. hernandez,male,9,64,4.08,1713,124
3129,amal,male,9,4,3.48,64,10
3130,amal awad,female,6,43,3.88,233,49
3131,amal el-mohtar,female,98,799,3.96,34151,7384
3132,amal kharbichi,female,3,0,3.36,14,0
3133,amalia carosella,female,7,306,3.65,5942,656
3134,amalia decker márquez,female,2,0,3.34,32,6
3135,amalia dillin,female,22,277,4.0,1180,266
3136,amalia mcgibbon,female,2,6,3.37,161,28
3137,amalia santiangeli,female,15,1,4.71,21,2
3138,amalie berlin,female,83,44,4.09,453,163
3139,amalie flynn,female,1,4,4.59,22,9
3140,amalie howard,female,21,1746,3.87,6586,1754
3141,amalie jahn,female,14,318,4.17,1997,496
3142,amalie laulund trudsø,female,5,6,3.75,154,15
3143,amalie silver,female,11,308,3.84,3352,809
3144,amalie skram,female,44,28,3.68,2477,118
3145,amanda aksel,female,15,58,3.85,1277,275
3146,amanda alberson,female,6,65,4.3,100,42
3147,amanda anderson,female,75,73,3.96,920,84
3148,amanda ashby,female,19,375,3.76,7761,1134
3149,amanda ashley,female,61,1259,4.02,64284,2739
3150,amanda auchter,female,5,38,4.6,70,11
3151,amanda barrie,female,2,0,3.48,23,3
3152,amanda beard,female,3,7,3.77,1419,184
3153,amanda beldo,female,3,0,3.14,7,0
3154,amanda bennett,female,17,833,4.03,9953,656
3155,amanda beth connolly,female,1,8,5.0,8,5
3156,amanda black,female,5,79,3.75,774,154
3157,amanda blake soule,female,4,98,3.91,4966,625
3158,amanda bonilla,female,17,420,3.76,7217,758
3159,amanda bouchet,female,9,2092,4.02,41041,5231
3160,amanda brice,female,22,42,3.59,792,148
3161,amanda brittany,female,4,48,3.89,1647,290
3162,amanda brobyn,female,2,0,2.61,36,7
3163,amanda brooke,female,14,223,3.79,8298,931
3164,amanda brookfield,female,23,58,3.55,1264,191
3165,amanda brooks,female,7,15,3.82,1095,112
3166,amanda brown,female,44,92,4.02,14723,542
3167,amanda browning,female,108,24,3.43,1930,242
3168,amanda cabot,female,30,651,4.01,20766,2632
3169,amanda callendrier,female,1,21,3.65,561,85
3170,amanda carlson,female,21,706,3.84,17858,2131
3171,amanda carmack,female,6,80,3.85,1351,249
3172,amanda carpenter,female,18,37,3.79,1392,248
3173,amanda cinelli,female,49,16,3.68,1132,156
3174,amanda cockrell,female,14,11,3.75,370,53
3175,amanda coe,female,8,16,2.69,1266,333
3176,amanda conner,female,460,225,3.86,50686,5253
3177,amanda cowen,female,5,170,3.76,2172,307
3178,amanda craig,female,16,59,3.67,4589,552
3179,amanda cross,female,50,33,3.75,16367,872
3180,amanda curtin,female,6,68,4.06,661,143
3181,amanda davis,female,42,37,3.89,2495,335
3182,amanda de cadenet,female,6,19,3.47,751,85
3183,amanda dewees,female,30,140,3.85,3910,665
3184,amanda dick,female,8,170,3.97,1207,427
3185,amanda doering tourville,female,75,1,3.72,738,180
3186,amanda downum,female,25,234,3.81,10774,1089
3187,amanda dykes,female,10,196,4.35,1752,652
3188,amanda egan,female,16,37,4.01,1532,122
3189,amanda elizabeth barden,female,1,0,3.55,66,11
3190,amanda etches,female,3,33,3.97,234,39
3191,amanda eyre ward,female,11,652,3.52,29461,3854
3192,amanda farmer,female,4,6,3.71,49,10
3193,amanda feyerbend,female,12,2,4.12,199,20
3194,amanda fields,female,2,5,4.31,51,12
3195,amanda filipacchi,female,5,108,3.27,4374,696
3196,amanda flower,female,33,1400,4.09,20618,4247
3197,amanda foody,female,7,1330,3.86,16083,4240
3198,amanda foreman,female,11,165,3.83,19558,1469
3199,amanda forester,female,21,293,3.74,7155,912
3200,amanda g. stevens,female,8,291,4.07,1357,533
3201,amanda gale,female,12,10,4.41,182,57
3202,amanda gefter,female,2,57,4.15,648,99
3203,amanda glenn,female,32,5,4.45,410,23
3204,amanda goldberg,female,3,9,2.98,2013,286
3205,amanda gowin,female,12,42,3.75,2548,330
3206,amanda grace,female,7,236,3.67,10465,1348
3207,amanda grange,female,49,591,3.55,39669,4662
3208,amanda green,female,1,0,3.52,29,3
3209,amanda h.l. transue-woolston,female,6,9,4.43,124,17
3210,amanda hale,female,6,6,3.91,65,24
3211,amanda hamm,female,28,88,3.9,483,133
3212,amanda hampson,female,12,37,3.65,1225,173
3213,amanda hard,female,12,15,3.92,196,54
3214,amanda havard,female,4,116,3.84,1182,223
3215,amanda heartley,female,71,295,4.03,10256,2589
3216,amanda heger,female,5,130,3.74,878,293
3217,amanda hellberg,female,20,8,3.32,790,60
3218,amanda hemingway,female,12,18,3.69,658,73
3219,amanda hesser,female,23,51,3.93,13599,1007
3220,amanda hocking,female,62,14204,3.94,424136,30188
3221,amanda holohan,female,4,10,3.83,218,48
3222,amanda horton,female,115,95,3.9,3169,732
3223,amanda hosch,female,1,10,4.45,89,43
3224,amanda hudson,female,1,1,3.67,114,29
3225,amanda hughes,female,13,62,3.97,4617,477
3226,amanda j. clay,female,16,68,4.2,524,119
3227,amanda j. greene,female,12,335,4.02,2457,460
3228,amanda j. harrington,female,27,7,4.39,77,1
3229,amanda james,female,14,67,3.94,3257,496
3230,amanda jennings,female,8,193,3.84,2839,575
3231,amanda jette knox,female,1,125,4.52,1554,267
3232,amanda k. morgan,female,3,33,3.34,1010,207
3233,amanda keeys,female,1,18,4.19,95,12
3234,amanda keller,female,13,4,3.89,459,50
3235,amanda knox,female,3,55,3.83,15139,1473
3236,amanda kolson hurley,female,2,4,4.02,132,24
3237,amanda kyle williams,female,11,358,3.92,7331,1153
3238,amanda l.v. shalaby,female,5,67,3.88,864,108
3239,amanda lance,female,20,497,3.81,4400,762
3240,amanda lanclos,female,17,100,4.19,750,263
3241,amanda lang,female,4,18,3.76,938,124
3242,amanda lauer,female,3,29,4.39,186,68
3243,amanda lawrence auverigne,female,117,9,2.38,360,100
3244,amanda leduc,female,10,49,3.9,268,69
3245,amanda lee,female,310,65,3.88,2406,255
3246,amanda lee koe,female,16,184,4.05,2174,318
3247,amanda lees,female,6,9,3.2,169,15
3248,amanda leigh cowley,female,3,116,3.63,606,104
3249,amanda lewis,female,63,4,4.02,262,44
3250,amanda love,female,17,12,3.96,146,11
3251,amanda lovelace,female,16,4528,3.86,110896,16006
3252,amanda m. holt,female,28,5,3.38,371,24
3253,amanda m. lee,female,149,1568,4.41,158503,10901
3254,amanda maciel,female,4,105,3.7,5884,952
3255,amanda mackenzie stuart,female,2,12,3.77,1974,215
3256,amanda mackey,female,18,118,3.96,739,176
3257,amanda mahan,female,1,21,3.28,294,42
3258,amanda mariel,female,148,343,4.12,5840,1682
3259,amanda mccabe,female,161,109,3.56,4165,595
3260,amanda mcintyre,female,64,295,4.07,5482,712
3261,amanda mckeon,female,3,18,3.7,747,70
3262,amanda mckittrick ros,female,10,5,2.51,108,27
3263,amanda meuwissen,female,11,269,4.16,1113,250
3264,amanda oaks,female,21,76,3.77,494,43
3265,amanda ortlepp,female,2,48,3.93,1165,277
3266,amanda owen,female,4,11,3.84,228,32
3267,amanda palmer,female,16,1844,3.99,32672,3698
3268,amanda panitch,female,4,139,3.6,3447,727
3269,amanda parkyn,female,1,0,3.15,46,9
3270,amanda perry,female,12,59,4.17,3649,611
3271,amanda peters,female,14,44,3.28,162,16
3272,amanda petrusich,female,8,81,3.87,1905,299
3273,amanda prantera,female,17,3,3.17,167,28
3274,amanda prowse,female,37,790,4.11,72030,6400
3275,amanda r. browning,female,29,93,4.19,773,120
3276,amanda rawson hill,female,2,49,4.37,204,83
3277,amanda renee,female,34,69,4.22,658,126
3278,amanda richensexi,female,3,10,3.79,215,36
3279,amanda richol,female,110,13,3.11,387,17
3280,amanda ripley,female,4,172,4.09,17417,2690
3281,amanda roberts,female,12,1089,4.11,2391,291
3282,amanda rogers,female,22,10,4.39,64,7
3283,amanda romine lynch,female,6,14,4.09,81,32
3284,amanda rose adams,female,1,11,3.98,61,8
3285,amanda s. green,female,31,7,3.98,543,101
3286,amanda scott,female,86,334,3.73,10996,1001
3287,amanda searcy,female,2,79,3.59,800,219
3288,amanda skenandore,female,3,240,4.09,1595,372
3289,amanda smyth,female,8,6,3.49,767,135
3290,amanda springer,female,18,643,4.5,136,14
3291,amanda stauffer,female,1,36,3.26,567,159
3292,amanda stern,female,2,76,4.0,881,139
3293,amanda stevens,female,149,2034,3.93,46532,6026
3294,amanda stone,female,5,816,3.86,10581,612
3295,amanda strong,female,7,250,3.82,1337,268
3296,amanda sue king,female,2,5,4.34,140,23
3297,amanda sun,female,14,913,3.7,15351,2576
3298,amanda svensson,female,12,56,3.59,2356,153
3299,amanda tero,female,18,390,4.31,653,493
3300,amanda thome,female,4,62,3.68,133,85
3301,amanda torrey,female,21,95,3.91,3617,283
3302,amanda tru,female,41,142,4.23,5713,828
3303,amanda usen,female,15,157,3.78,2366,382
3304,amanda vaill,female,6,71,3.99,2917,351
3305,amanda valentino,female,15,32,3.73,2721,297
3306,amanda vickery,female,5,61,3.86,1700,223
3307,amanda vyne,female,1,27,3.83,968,62
3308,amanda washington,female,13,86,4.22,477,145
3309,amanda weaver,female,11,407,3.89,2032,578
3310,amanda west lewis,female,2,9,3.88,261,51
3311,amanda young,female,61,382,3.47,8900,980
3312,amandeep sandhu,male,5,39,3.97,164,36
3313,amandeep singh sidhu,male,1,2,4.0,2,0
3314,amar bhushan,male,4,9,3.7,186,23
3315,amar neupane,male,4,110,3.99,1289,117
3316,amara lakhous,male,8,80,3.63,2854,448
3317,amara moira,female,4,12,3.96,139,15
3318,amara royce,female,4,122,3.49,713,115
3319,amaranth borsuk,female,15,62,4.1,249,29
3320,amarantha knight,female,14,8,3.5,217,15
3321,amari soul,male,3,861,4.16,4825,404
3322,amarie avant,female,30,430,4.16,8337,1767
3323,amarillo slim preston,male,4,0,3.96,441,36
3324,amartya sen,male,155,881,4.0,24101,1486
3325,amaury de riencourt,male,10,3,4.2,46,3
3326,amaury ribeiro junior,male,2,1,3.75,206,19
3327,amaya ascunce,female,6,9,3.61,187,28
3328,ambear shellea,female,19,107,4.1,245,95
3329,ambelin kwaymullina,female,32,229,3.97,5876,1268
3330,amber argyle,female,31,1035,3.86,11421,1808
3331,amber benson,female,89,1432,3.78,27979,3260
3332,amber burns,female,117,75,3.59,1365,328
3333,amber carew,female,11,30,3.25,988,92
3334,amber crewes,female,24,101,4.11,2303,368
3335,amber dane,female,10,39,3.92,1014,87
3336,amber dawn,female,16,158,4.03,4056,455
3337,amber dermont,female,4,91,3.67,4537,652
3338,amber drappier,female,21,9,4.33,6,1
3339,amber elby,female,3,44,4.25,84,54
3340,amber fallon,female,27,29,3.96,732,227
3341,amber foxx,female,11,61,3.99,242,71
3342,amber g.,female,2,1,4.54,13,5
3343,amber garr,female,15,447,3.91,2326,568
3344,amber garza,female,46,737,3.79,11334,1157
3345,amber hart,female,7,167,3.77,1683,518
3346,amber heart,female,105,43,3.41,2016,467
3347,amber hunt,female,6,30,3.75,1217,176
3348,amber j. keyser,female,20,44,3.84,995,284
3349,amber jaeger,female,7,177,3.8,5011,406
3350,amber joi scott,female,6,7,4.36,115,21
3351,amber k,female,11,50,3.99,2871,98
3352,amber kallyn,female,32,168,3.87,2736,209
3353,amber kell,female,168,1110,3.76,85211,5035
3354,amber kizer,female,11,762,3.76,14728,1323
3355,amber l. hollibaugh,female,4,7,4.11,493,35
3356,amber l. johnson,female,10,1077,4.19,15792,3108
3357,amber lacie,female,10,1240,4.55,1206,731
3358,amber lake,female,16,94,3.47,750,138
3359,amber lea easton,female,24,177,4.14,1227,169
3360,amber lehman,female,1,228,3.77,741,69
3361,amber lia,female,9,34,4.46,1439,268
3362,amber lin,female,26,366,3.73,8133,1434
3363,amber lough,female,3,120,3.67,2181,360
3364,amber lynn natusch,female,40,1259,4.09,28176,2343
3365,amber lynn perry,female,8,155,4.26,1952,415
3366,amber madison,female,7,1,3.48,114,21
3367,amber mcmillan,female,2,30,3.54,79,23
3368,amber mitchell,female,4,197,3.68,1429,238
3369,amber newberry,female,11,48,4.27,126,19
3370,amber nichole,female,9,30,4.33,143,32
3371,amber rae,female,1,90,3.89,1047,149
3372,amber richards,female,334,25,3.85,974,172
3373,amber scott,female,69,287,3.61,4627,463
3374,amber shanel,female,37,43,4.58,1570,292
3375,amber smith,female,8,708,4.11,21909,3576
3376,amber sparks,female,21,223,3.86,2749,532
3377,amber stokes,female,7,199,3.96,442,192
3378,amber t. smith,female,2,24,3.34,95,24
3379,amber vilate,female,5,53,3.71,58,8
3380,amber west,female,2,46,3.89,951,147
3381,amberrose hammond,female,3,8,3.76,139,29
3382,ambeth r. ocampo,male,49,257,4.14,6111,392
3383,ambi parameswaran,male,3,18,3.99,432,73
3384,ambikasuthan mangad,male,20,16,3.92,198,16
3385,ambrielle kirk,female,58,513,3.91,7243,1254
3386,ambrose bierce,male,1107,925,3.95,69863,5185
3387,amby burfoot,male,30,17,3.93,6913,664
3388,ame dyckman,female,16,194,4.09,16444,2737
3389,ame mahler beanland,female,10,1,3.51,222,26
3390,amedeo balbi,male,14,19,4.01,357,54
3391,ameen rihani,male,45,70,3.71,414,67
3392,ameena hussein,female,7,10,3.06,163,30
3393,ameera al hakawati,female,1,41,3.58,1275,167
3394,ameera ameer,female,14,56,4.15,872,204
3395,amelia atwater-rhodes,female,26,2883,3.98,107443,4218
3396,amelia autin,female,36,52,4.18,711,152
3397,amelia b. edwards,female,228,23,3.87,4445,524
3398,amelia bert,female,10,39,4.38,219,53
3399,amelia bishop,female,17,50,3.71,1908,354
3400,amelia c. gormley,female,21,206,3.75,6763,1568
3401,amelia earhart,female,14,90,3.91,548,80
3402,amelia faulkner,female,22,226,3.97,3505,800
3403,amelia ford,female,8,30,4.19,1501,124
3404,amelia foster,female,6,67,4.1,523,293
3405,amelia gates,female,79,64,3.91,3111,707
3406,amelia gray,female,33,661,3.51,6741,1293
3407,amelia hutchins,female,26,6031,4.28,109977,9763
3408,amelia james,female,28,398,3.78,4762,502
3409,amelia jones,female,40,20,4.1,985,49
3410,amelia kahaney,female,6,78,3.65,2961,496
3411,amelia kinkade,female,15,13,4.17,216,15
3412,amelia klem osterud,female,1,17,3.86,159,26
3413,amelia lefay,female,2,566,4.08,6675,1064
3414,amelia masniari,female,12,5,2.81,312,58
3415,amelia morgan,female,25,71,3.77,3621,550
3416,amelia morris,female,2,32,3.45,569,94
3417,amelia mysko,female,1,2,4.1,20,3
3418,amelia opie,female,170,4,3.29,207,20
3419,amelia price,female,17,7,4.02,343,46
3420,amelia rademaker,female,1,22,3.7,536,45
3421,amelia rose,female,61,90,3.96,4617,612
3422,amelia shaw,female,13,26,4.16,1399,425
3423,amelia smarts,female,24,242,4.1,2589,640
3424,amelia swan,female,7,65,3.6,15,9
3425,amelia whitmore,female,6,24,3.78,509,99
3426,amelia wilson,female,133,128,3.89,6863,1653
3427,amelie fried,female,36,4,3.39,542,37
3428,amelie murmann,female,11,573,3.9,769,178
3429,amelinda bérubé,female,2,137,3.39,1541,625
3430,america ferrera,female,3,46,4.33,3802,578
3431,amerie,female,3,3987,3.51,7565,2067
3432,amethyst marie,female,3,14,4.41,80,12
3433,amey hegde,male,3,9,3.37,43,2
3434,ami allen-vath,female,1,56,3.87,265,99
3435,ami blackwelder,female,69,395,3.86,1026,392
3436,ami lecoeur,female,28,86,4.1,2827,502
3437,ami mckay,female,6,1426,3.92,68699,6185
3438,ami noone,female,4,3,3.76,294,17
3439,ami polonsky,female,4,89,4.11,5973,1160
3440,amie denman,female,68,153,4.19,3926,236
3441,amie gibbons,female,28,18,4.1,858,123
3442,amie kaufman,female,20,9636,4.23,305511,61844
3443,amie klempnauer miller,female,1,5,3.61,272,46
3444,amie knight,female,14,909,4.3,8024,1780
3445,amie rhodehamel,female,1,1,3.49,43,7
3446,amie stuart,female,22,179,3.79,2352,442
3447,amilcar cabral,male,17,37,4.23,195,9
3448,amin zaoui,male,16,11,3.48,128,12
3449,amina akhtar,female,1,81,3.29,2071,463
3450,amina wadud,female,9,65,4.21,1976,77
3451,aminah mae safi,female,5,281,3.72,4819,1376
3452,aminata sow fall,female,10,32,3.76,448,32
3453,aminatta forna,female,14,403,3.9,11181,1641
3454,aminder dhaliwal,female,3,61,4.13,4336,690
3455,aminta arrington,female,5,11,3.88,476,117
3456,amir alexander,male,4,18,3.77,746,146
3457,amir atef,male,5,526,3.67,1669,487
3458,amir cheheltan,male,2,0,3.46,35,8
3459,amir d. aczel,male,32,118,3.76,7936,951
3460,amir gutfreund,male,14,29,3.85,926,105
3461,amir hamzah,male,11,13,3.9,326,29
3462,amir khusrau,male,20,48,3.97,170,13
3463,amir levine,male,2,71,4.13,15441,1570
3464,amir muhammad,male,16,190,3.73,1697,239
