,author,sex,work_count,fan_count,author_avg_rating,author_rating_count,author_review_count
74395,simon gray,male,67,9,3.73,1195,169
74396,simon guerrier,male,120,42,3.8,7532,894
74397,simon gärdenfors,male,10,2,3.06,577,45
74398,simon haynes,male,70,134,3.88,3848,509
74399,simon higgins,male,19,28,3.81,732,76
74400,simon holt,male,3,332,4.01,12453,1276
74401,simon holywell,male,1,1,3.64,14,1
74402,simon hornblower,male,30,10,4.39,462,33
74403,simon hughes,male,31,21,4.01,1523,102
74404,simon häggström,male,3,23,4.16,461,50
74405,simon ings,male,42,122,3.6,3567,464
74406,simon j. knell,male,10,1,3.69,29,4
74407,simon j. ortiz,male,33,34,4.08,1365,166
74408,simon j. townley,male,18,13,4.14,154,36
74409,simon james,male,6,2,3.93,309,28
74410,simon jenkins,male,108,44,3.89,4821,465
74411,simon jenner,male,17,78,3.87,2217,298
74412,simon jennings,male,22,1,4.12,363,35
74413,simon johnson,male,54,42,3.88,3709,277
74414,simon kettlewell,male,4,23,3.83,572,28
74415,simon kuper,male,30,126,3.93,20311,996
74416,simon kurt unsworth,male,69,127,3.95,8197,923
74417,simon law,male,4,102,3.84,151,65
74418,simon lee,male,31,2,3.66,95,12
74419,simon lelic,male,12,244,3.48,8561,1855
74420,simon levay,male,15,20,3.71,1112,132
74421,simon lewis,male,29,10,3.47,717,107
74422,simon leys,male,42,38,3.92,2098,283
74423,simon logan,male,15,52,3.82,394,77
74424,simon loxley,male,5,0,4.02,189,18
74425,simon maltman,male,11,19,3.99,280,86
74426,simon marsden,male,32,13,4.34,461,42
74427,simon mason,male,22,52,4.06,2328,362
74428,simon mawer,male,15,248,3.78,23106,2966
74429,simon mayle,male,13,4,3.81,149,20
74430,simon mayo,male,18,109,3.95,4344,666
74431,simon mcburney,male,10,6,4.12,391,36
74432,simon michael,male,10,31,4.26,1636,204
74433,simon middleton,male,3,2,3.81,172,16
74434,simon morden,male,32,240,3.9,7582,839
74435,simon morrison,male,14,19,3.45,431,63
74436,simon murray,male,19,11,4.29,818,57
74437,simon nasht,male,4,2,4.25,361,45
74438,simon p. clark,male,4,41,3.51,637,182
74439,simon palmer,male,2,41,4.24,105,69
74440,simon pegg,male,19,295,3.65,10435,1177
74441,simon quellen field,male,15,20,3.68,834,101
74442,simon r. green,male,195,2715,3.95,274196,11733
74443,simon raven,male,48,12,4.08,1505,137
74444,simon reynolds,male,37,270,4.0,12666,786
74445,simon rich,male,15,523,3.81,19909,2868
74446,simon rose,male,145,52,3.89,313,93
74447,simon rosser,male,18,47,3.75,794,133
74448,simon rousseau,male,9,55,4.18,622,116
74449,simon royle,male,3,44,3.68,575,87
74450,simon scarrow,male,86,1325,4.19,84305,3223
74451,simon schama,male,33,628,3.96,37039,1696
74452,simon sebag montefiore,male,62,1676,4.04,40488,4307
74453,simon sinek,male,27,5583,4.09,141818,8599
74454,simon singh,male,20,1057,4.21,69577,3476
74455,simon stanton,male,7,4,4.16,140,15
74456,simon stephens,male,54,30,4.02,3689,255
74457,simon strange,male,26,68,3.77,1050,190
74458,simon stranger,male,17,42,4.04,1953,163
74459,simon strantzas,male,72,239,3.84,4278,641
74460,simon stålenhag,male,10,281,4.44,4136,721
74461,simon sykes,male,5,0,3.82,17,4
74462,simon tofield,male,35,223,4.28,10466,862
74463,simon tolkien,male,11,142,3.62,2612,522
74464,simon toyne,male,33,531,3.93,19895,2164
74465,simon tyler,male,19,6,3.79,48,14
74466,simon van booy,male,46,601,3.92,12966,2040
74467,simon veness,male,28,0,4.33,380,16
74468,simon vestdijk,male,150,29,3.5,3813,205
74469,simon w. clark,male,2,37,3.92,225,96
74470,simon west-bulford,male,8,39,4.28,216,52
74471,simon wiesenthal,male,30,63,4.11,7731,727
74472,simon winchester,male,59,1379,3.85,156744,12332
74473,simon winder,male,12,90,3.63,3696,558
74474,simon wood,male,71,463,3.81,32722,2404
74475,simon wroe,male,4,32,3.36,857,184
74476,simon wyatt,male,1,14,4.21,81,28
74477,simon yates,male,8,5,3.63,235,22
74478,simona ahrnstedt,female,11,485,3.82,8671,1158
74479,simona grossi,female,3,36,3.74,914,132
74480,simona popescu,female,21,38,4.07,932,37
74481,simona sparaco,female,16,55,3.62,2193,321
74482,simona stoica,female,6,466,4.42,341,90
74483,simona tache,female,3,26,3.74,589,39
74484,simona vinci,female,33,39,3.54,2034,239
74485,simone anderson,female,18,32,3.5,1358,202
74486,simone beaudelaire,female,60,52,3.92,2673,471
74487,simone carter,female,24,23,3.58,1326,273
74488,simone de beauvoir,female,175,5001,4.07,86039,5603
74489,simone elise,female,37,255,4.02,3862,783
74490,simone elkeles,female,20,13278,4.07,499672,25810
74491,simone lenaerts,female,3,2,3.63,65,9
74492,simone lia,female,17,14,3.76,1547,289
74493,simone milasas,female,28,12,4.45,155,9
74494,simone ortega,female,9,3,3.96,844,45
74495,simone perotti,male,21,5,3.38,236,28
74496,simone pond,female,32,251,3.95,2653,491
74497,simone regazzoni,male,24,2,3.27,283,45
74498,simone rivers,female,24,25,4.05,1808,267
74499,simone sarasso,male,25,15,3.65,462,73
74500,simone schwarz-bart,female,14,28,4.1,741,101
74501,simone signoret,female,11,5,3.9,146,12
74502,simone sowood,female,32,390,3.92,10632,2186
74503,simone st. james,female,7,3859,4.01,89331,13474
74504,simone van der vlugt,female,49,388,3.57,25612,1955
74505,simone veil,female,24,12,4.18,3478,216
74506,simone weil,female,144,640,4.13,6444,653
74507,simone zelitch,female,8,9,3.24,254,79
74508,simonetta agnello hornby,female,30,141,3.56,5344,598
74509,sina grace,male,145,74,4.25,204939,5141
74510,sinan antoon,male,19,1615,3.82,13285,2952
74511,sinan canan,male,9,53,3.96,760,98
74512,sinan meydan,male,25,60,4.38,920,77
74513,sinclair b. ferguson,male,135,268,4.31,10963,1517
74514,sinclair lewis,male,176,695,3.76,74436,6074
74515,sinclair macleod,male,7,30,3.64,517,58
74516,sinclair mckay,male,26,97,3.77,4215,698
74517,sinclair ross,male,14,11,3.51,2243,137
74518,sindhunata,male,40,64,3.98,2343,270
74519,sindiwe magona,female,43,35,3.65,1308,149
74520,sindra van yssel,female,40,103,3.64,2481,257
74521,sinead fitzgibbon,female,6,27,3.94,632,48
74522,sinead kent,female,3,18,4.61,18,4
74523,sinead macdughlas,female,9,78,4.31,246,90
74524,sinem sal,female,8,17,3.65,285,32
74525,sini helminen,female,4,47,3.49,352,75
74526,sinikka nopola,female,71,8,3.38,2536,173
74527,siniša kovačević,male,3,3,4.31,48,7
74528,sinta yudisia,female,38,84,3.74,1744,323
74529,sintia astarina,female,4,59,3.71,103,23
74530,sinéad crowley,female,4,78,3.72,1513,202
74531,sinéad moriarty,female,19,355,3.93,15397,1402
74532,siobhan adcock,female,6,57,3.14,1045,251
74533,siobhan daiko,female,8,207,4.02,409,142
74534,siobhan davis,female,72,3425,4.28,66366,11779
74535,siobhan dowd,female,18,311,4.3,156604,26168
74536,siobhan fallon,female,4,261,3.7,8169,1632
